dose	response	experiment	background	control
16	-0.33	1	0	1
4	-0.53	1	0	1
1	2.22	1	0	1
0.25	61.66	1	0	1
0.06	103.1	1	0	1
0.01	100.61	1	0	1
0.4	37.91	2	0	1
0.27	43.29	2	0	1
0.18	74.14	2	0	1
0.12	109.52	2	0	1
0.08	90.82	2	0	1
0.01	105.36	2	0	1
0.3	23.96	3	0	1
0.2	42.26	3	0	1
0.13	88.42	3	0	1
0.09	101.63	3	0	1
0.06	99.06	3	0	1
0.2	89.64	4	0	1
0.13	98.07	4	0	1
0.09	101.17	4	0	1
0.06	83.89	4	0	1
0.04	96.82	4	0	1

