dose	response	experiment	background	control
13.5	0	1	0	1
4.5	-0.18	1	0	1
1.5	0.7	1	0	1
0.5	44.97	1	0	1
0.17	91.06	1	0	1
0.01	98.88	1	0	1
0.6	29.34	2	0	1
0.4	52.79	2	0	1
0.27	69.55	2	0	1
0.18	90.19	2	0	1
0.12	96.65	2	0	1
0.26	55.89	3	0	1
0.17	75.76	3	0	1
0.12	79.64	3	0	1
0.08	107.78	3	0	1
0.05	110.37	3	0	1
0.27	94.3	4	0	1
0.18	89.41	4	0	1
0.12	88.05	4	0	1
0.08	94.02	4	0	1
0.05	98.78	4	0	1
0.01	100	1	0	1
0.01	100	2	0	1
0.01	100	3	0	1
0.01	100	4	0	1
