dose 	response	experiment 	background	control
10	77.28	1	0	1
5	79.87	1	0	1
1	86.79	1	0	1
0.5	103.09	1	0	1
0.1	99.17	1	0	1
0.01	96.64	1	0	1
100	0.73	2	0	1
25	10.61	2	0	1
6.25	84.44	2	0	1
1.5625	99.45	2	0	1
0.390625	96.18	2	0	1
0.01	100	3	0	1
0.001	99.34	3	0	1
20	37.93	3	0	1
10	66.48	3	0	1
5	82.14	3	0	1
2.5	85.72	3	0	1
1.25	84.61	3	0	1
0.001	96.69	4	0	1
20	44.31	4	0	1
10	81.15	4	0	1
5	89.34	4	0	1
2.5	75.75	5	0	1
1.25	94.92	5	0	1
0.001	97.71	5	0	1
